TotalPop,Female,Male,Asian,NonHispA,White,NonHispW,Am_Indian,Hawaii_PI,TotalHisp,NonHispB,Black,OtherRace,Bachelor,Associate,Master,HighSch,College,9_12Grade,Less9Grade,25_Older,Pop5Plus,CashAssis,BelowPover,MedianInco,Unemployed,BornForeig,ArmedForce,WithChild,Married,Profession,insurance,Disabili,NAME,state,county,tract
5663,2963,2700,698,690,3156,2447,8,62,1446,854,892,367,888,235,439,575,1165,104,27,3687,5249,105,302,99375,249,931,148,747,2687,1120,5097,391,"Census Tract 146.02, San Diego County, California",6,73,14602
3766,1926,1840,273,273,2816,2230,0,0,942,106,117,145,631,524,217,284,932,71,0,2704,3530,61,410,82284,58,304,0,374,1234,1139,3677,256,"Census Tract 147.01, San Diego County, California",6,73,14701
4578,2459,2119,650,650,2721,2119,15,0,1169,226,413,277,810,301,312,481,496,222,239,3067,4346,238,819,80597,75,707,15,537,1179,1024,4355,712,"Census Tract 147.02, San Diego County, California",6,73,14702
4417,2655,1762,439,439,2998,2736,0,164,843,240,248,427,686,389,344,398,941,61,15,3041,4185,74,617,57148,145,685,10,403,1381,1170,4007,553,"Census Tract 148.03, San Diego County, California",6,73,14803
4591,2542,2049,504,399,3270,2841,0,0,757,212,212,187,678,295,551,577,730,130,79,3310,4322,202,427,78828,193,836,85,554,1684,1147,4200,544,"Census Tract 148.04, San Diego County, California",6,73,14804
4597,2584,2013,414,414,3520,3223,0,0,430,231,248,28,1120,363,414,556,802,8,43,3572,4162,66,442,70604,236,750,0,461,1796,1199,4288,386,"Census Tract 148.05, San Diego County, California",6,73,14805
3158,1697,1461,303,303,1778,1113,149,0,1086,520,520,148,510,306,91,533,600,119,111,2417,3064,241,441,61809,79,668,22,144,968,314,3041,502,"Census Tract 148.06, San Diego County, California",6,73,14806
4234,2052,2182,136,126,3192,2813,20,0,505,199,199,59,741,249,278,294,1097,59,20,2954,3847,152,539,64712,234,692,39,549,1723,855,3863,478,"Census Tract 149.01, San Diego County, California",6,73,14901
2995,1539,1456,56,56,2306,1840,12,3,668,115,115,159,631,275,208,448,569,87,1,2344,2878,113,400,71071,120,223,89,250,954,786,2662,202,"Census Tract 149.02, San Diego County, California",6,73,14902
4784,2884,1900,295,295,2980,2123,19,50,1897,288,288,95,752,214,304,391,758,181,12,2722,3830,147,1385,74625,156,484,84,555,1633,856,4604,572,"Census Tract 150.01, San Diego County, California",6,73,15001
2406,1025,1381,145,145,1601,1306,191,0,569,350,350,42,426,102,92,306,608,172,28,1736,2376,88,153,50721,130,383,227,141,582,404,1774,208,"Census Tract 150.02, San Diego County, California",6,73,15002
4870,2446,2424,195,195,3574,3059,1,31,1255,224,224,209,722,337,411,621,1041,21,29,3344,4470,122,302,82572,85,687,35,581,2006,1005,4508,551,"Census Tract 151, San Diego County, California",6,73,15100
3848,1899,1949,53,53,3309,2538,13,0,989,188,188,145,875,245,461,400,569,140,6,3071,3728,37,99,138646,106,382,0,333,2026,1125,3746,396,"Census Tract 152, San Diego County, California",6,73,15200
3722,2034,1688,100,100,2843,2599,0,21,542,141,214,289,524,206,125,651,880,134,57,2700,3413,299,589,63190,292,1319,0,365,1406,744,3624,333,"Census Tract 153.01, San Diego County, California",6,73,15301
4439,2443,1996,443,443,3407,3086,0,0,581,201,254,158,898,291,446,474,727,92,85,3321,4242,86,239,106786,133,678,0,378,2204,1127,3996,516,"Census Tract 153.02, San Diego County, California",6,73,15302
2550,1213,1337,92,92,2317,2204,13,0,124,24,24,11,639,132,302,206,420,11,27,1908,2433,26,64,128882,53,315,0,212,1356,671,2474,252,"Census Tract 154.03, San Diego County, California",6,73,15403
5309,2723,2586,106,106,4346,3944,77,0,966,0,126,361,718,375,408,716,988,156,136,3805,5254,90,303,110179,88,721,30,645,2644,1167,5057,407,"Census Tract 154.05, San Diego County, California",6,73,15405
2642,1303,1339,24,21,2070,1835,32,0,625,3,3,11,487,159,224,295,475,84,8,1857,2523,11,48,120250,53,408,0,258,1318,822,2582,159,"Census Tract 154.06, San Diego County, California",6,73,15406
3708,1929,1779,0,0,3402,2775,0,0,773,104,104,164,333,240,54,582,725,26,122,2438,3271,388,1025,49302,112,1675,0,520,1517,405,3291,665,"Census Tract 154.07, San Diego County, California",6,73,15407
3947,2174,1773,143,143,2837,2589,0,0,779,50,50,433,392,337,260,633,589,164,32,2867,3765,111,162,85667,57,1013,20,370,1797,908,3500,497,"Census Tract 154.08, San Diego County, California",6,73,15408
5489,2706,2783,31,31,4436,3946,103,0,1154,56,62,498,696,410,314,890,868,211,52,3842,5221,74,424,94489,121,524,0,486,2633,1031,5218,843,"Census Tract 155.01, San Diego County, California",6,73,15501
3058,1571,1487,31,31,2637,2457,79,2,333,0,0,41,387,220,132,459,655,70,21,2080,2832,101,243,92917,109,200,29,282,1368,497,2826,336,"Census Tract 155.02, San Diego County, California",6,73,15502
5899,2771,3128,101,101,4757,4044,0,40,1301,53,53,378,830,493,251,948,1145,192,56,4145,5467,515,701,59555,162,1219,3,670,1860,1078,5577,909,"Census Tract 156.01, San Diego County, California",6,73,15601
2665,1386,1279,24,24,2300,1876,3,0,542,32,32,46,437,173,128,290,621,89,19,1878,2525,18,190,107188,94,171,0,272,1151,549,2536,276,"Census Tract 156.02, San Diego County, California",6,73,15602
6643,3888,2755,514,514,4302,3742,0,0,1586,494,690,737,507,256,134,1458,894,160,264,4025,5929,888,2908,31146,247,2790,0,1019,2137,769,5946,440,"Census Tract 157.01, San Diego County, California",6,73,15701
4148,2076,2072,40,40,2944,2127,0,0,1513,385,385,383,407,205,38,833,748,83,131,2625,3836,271,359,47907,74,1452,8,462,1599,264,3929,684,"Census Tract 157.04, San Diego County, California",6,73,15704
3764,1832,1932,137,137,2800,2173,24,0,1006,387,402,335,260,158,63,601,604,101,250,2375,3291,339,893,40375,145,1710,0,530,1564,222,3216,542,"Census Tract 157.05, San Diego County, California",6,73,15705
2439,1312,1127,59,59,2243,1780,0,0,495,57,57,32,153,53,15,375,289,321,229,1595,2223,333,1014,22583,182,1490,0,313,833,118,2359,564,"Census Tract 157.06, San Diego County, California",6,73,15706
3787,1817,1970,171,140,1992,1509,0,0,1575,396,402,872,305,228,110,669,510,195,134,2297,3381,294,699,40568,159,1038,15,560,1104,288,3332,564,"Census Tract 158.01, San Diego County, California",6,73,15801
4802,2597,2205,129,129,3404,2490,64,11,1795,204,234,621,260,133,129,898,777,414,190,3335,4481,447,725,53093,253,1867,0,479,1560,249,3885,728,"Census Tract 158.02, San Diego County, California",6,73,15802
3853,1806,2047,224,224,2309,1473,0,0,1814,138,211,885,217,68,9,505,557,201,250,2150,3527,357,1012,36047,122,1969,10,540,1178,124,3292,507,"Census Tract 159.01, San Diego County, California",6,73,15901
5313,2940,2373,167,167,3464,2933,93,0,1735,280,295,1030,252,427,116,668,823,124,510,3411,4882,408,1169,54120,198,1956,64,815,2094,387,4919,730,"Census Tract 159.02, San Diego County, California",6,73,15902
2204,1069,1135,51,45,1700,1393,5,0,625,59,59,286,356,120,219,340,371,78,57,1645,2083,125,284,76953,127,278,12,224,836,450,1919,201,"Census Tract 160, San Diego County, California",6,73,16000
6440,3170,3270,351,338,5459,4311,32,54,1423,27,27,181,857,357,249,990,1410,249,14,4626,5953,124,290,96875,72,495,23,695,2689,1246,6281,980,"Census Tract 161, San Diego County, California",6,73,16100
4925,2571,2354,248,229,4213,3972,0,0,526,62,62,184,1002,360,358,505,1015,81,16,3566,4710,97,86,112257,192,386,0,534,2453,1436,4867,631,"Census Tract 162.01, San Diego County, California",6,73,16201
4015,1852,2163,462,462,2041,1716,0,24,802,874,874,337,450,147,109,441,721,97,38,2376,3895,197,780,67292,183,867,22,575,1369,618,3615,504,"Census Tract 162.02, San Diego County, California",6,73,16202
5391,2708,2683,343,310,3282,2589,13,0,1641,472,472,598,353,292,145,950,865,348,124,3348,4931,532,1561,42117,289,1467,7,733,1789,510,4869,734,"Census Tract 163.01, San Diego County, California",6,73,16301
6496,3312,3184,321,321,4492,3536,0,55,1964,127,162,975,485,438,122,837,780,449,293,3848,6034,367,2107,43790,190,2337,65,1037,2110,476,5332,585,"Census Tract 163.02, San Diego County, California",6,73,16302
5472,2696,2776,172,172,4348,3574,104,0,1451,116,132,283,813,338,262,880,1136,71,117,3917,5082,228,667,94875,82,861,29,639,2466,980,4959,563,"Census Tract 164.01, San Diego County, California",6,73,16401
5302,2582,2720,28,28,4336,3467,25,0,1189,334,334,243,587,362,353,622,1075,200,78,3640,4895,339,858,71269,218,523,28,606,2185,1024,4869,693,"Census Tract 164.03, San Diego County, California",6,73,16403
3415,1514,1901,164,164,2348,2145,0,0,692,314,314,458,151,118,49,751,508,198,190,2189,3377,418,758,29774,396,1378,0,385,727,252,3133,502,"Census Tract 164.04, San Diego County, California",6,73,16404
7914,4219,3695,80,80,5627,4298,0,0,2368,428,516,851,496,251,206,1353,1245,529,51,4803,7381,709,1876,60705,90,2093,62,1071,2678,715,7328,1010,"Census Tract 165.02, San Diego County, California",6,73,16502
3221,1758,1463,56,44,2208,1765,32,173,1011,70,70,424,261,123,16,581,681,159,0,1947,2757,255,516,79054,208,316,32,538,1165,340,2951,362,"Census Tract 165.03, San Diego County, California",6,73,16503
6785,3879,2906,342,342,4194,2736,219,0,2740,846,1031,802,587,234,100,1195,1142,571,294,4701,6515,420,916,48916,465,1882,46,679,2371,570,6020,758,"Census Tract 165.04, San Diego County, California",6,73,16504
3789,1891,1898,105,105,3114,2627,0,19,789,16,16,123,695,278,125,469,710,78,27,2621,3461,81,177,119967,135,174,49,400,1828,898,3725,410,"Census Tract 166.06, San Diego County, California",6,73,16606
6790,3117,3673,423,423,5646,4640,31,13,1316,138,138,187,807,643,329,986,1311,203,15,4677,6251,66,397,106042,85,486,151,738,2872,1313,6402,981,"Census Tract 166.07, San Diego County, California",6,73,16607
2760,1265,1495,27,27,2360,2107,16,0,344,163,163,29,259,234,105,534,567,82,14,1963,2566,46,209,113553,42,90,7,328,1279,545,2621,449,"Census Tract 166.08, San Diego County, California",6,73,16608
5630,2988,2642,67,67,4570,4044,55,25,1273,3,3,534,730,243,149,665,1518,201,24,3781,5304,132,415,109696,182,572,20,763,2291,959,5379,661,"Census Tract 166.09, San Diego County, California",6,73,16609
4719,2356,2363,66,66,3684,3293,40,0,931,77,77,138,635,264,141,588,1044,22,64,2975,4238,212,573,77639,132,531,2,714,2142,1083,4649,478,"Census Tract 166.10, San Diego County, California",6,73,16610
1898,941,957,135,135,1478,1341,0,0,357,30,30,42,238,107,111,298,428,52,0,1283,1795,51,111,93864,148,129,0,297,753,336,1800,247,"Census Tract 166.13, San Diego County, California",6,73,16613
3765,2095,1670,186,186,2738,2378,51,0,689,3,16,88,432,233,281,424,729,106,23,2557,3500,128,659,89904,145,849,48,510,1403,677,3420,334,"Census Tract 166.14, San Diego County, California",6,73,16614
4565,2816,1749,254,234,3259,2687,33,28,1021,173,173,353,550,271,177,881,943,293,102,3565,4380,66,157,115145,56,507,27,393,1547,571,2751,314,"Census Tract 166.15, San Diego County, California",6,73,16615
3873,1988,1885,151,151,3090,2394,0,0,1065,76,90,125,424,255,137,471,893,136,33,2534,3591,246,407,76250,168,364,68,441,1224,545,3462,436,"Census Tract 166.16, San Diego County, California",6,73,16616
3508,1930,1578,87,82,2639,2281,102,32,784,148,157,122,437,210,78,749,733,249,34,2780,3391,301,481,54924,128,472,0,359,1218,555,3223,871,"Census Tract 166.17, San Diego County, California",6,73,16617
3460,2065,1395,196,196,3041,2841,14,0,287,38,38,20,532,142,260,575,622,66,0,2376,3135,62,247,83583,117,203,60,529,1357,787,3301,221,"Census Tract 166.18, San Diego County, California",6,73,16618
3975,2127,1848,158,158,3442,2856,34,0,692,0,0,106,522,262,218,848,924,159,0,3153,3784,165,290,56574,100,508,41,397,1417,691,3607,496,"Census Tract 166.19, San Diego County, California",6,73,16619
2420,1090,1330,141,141,1960,1744,25,0,254,72,72,37,387,287,159,310,418,75,33,1777,2333,40,164,88359,46,171,30,287,1187,506,2301,302,"Census Tract 166.20, San Diego County, California",6,73,16620
3498,1811,1687,239,225,2855,2635,70,0,378,0,0,46,600,290,135,398,898,117,0,2504,3196,71,272,105950,67,255,0,385,1788,789,3450,346,"Census Tract 166.21, San Diego County, California",6,73,16621
2942,1543,1399,240,240,2142,1874,43,0,703,0,0,160,295,121,340,301,548,210,11,1838,2894,70,66,96281,131,307,21,415,1044,658,2829,377,"Census Tract 167.03, San Diego County, California",6,73,16703
7042,3456,3586,428,331,5362,4344,95,60,1669,357,395,200,1220,473,287,797,1118,253,42,4449,6503,218,475,90341,165,759,107,840,2944,1501,6879,970,"Census Tract 167.04, San Diego County, California",6,73,16704
4194,2087,2107,237,228,2834,2472,94,0,1030,153,153,495,426,226,19,745,765,279,159,2965,3929,280,381,58438,133,470,65,469,1721,512,3776,466,"Census Tract 167.05, San Diego County, California",6,73,16705
3471,1785,1686,33,33,2811,2586,62,59,692,7,7,407,277,375,94,879,488,174,83,2493,3376,220,801,95467,171,274,0,376,1312,467,3452,525,"Census Tract 167.06, San Diego County, California",6,73,16706
8272,4479,3793,31,31,6450,4919,250,42,2487,139,195,296,489,544,270,979,1592,456,136,4778,7653,305,762,70464,484,580,35,1025,2746,1418,7598,1046,"Census Tract 168.04, San Diego County, California",6,73,16804
4264,2292,1972,81,81,3375,2703,0,144,1204,27,34,421,289,259,22,1044,943,97,78,3135,4036,242,240,65811,83,860,19,545,2004,532,4057,663,"Census Tract 168.06, San Diego County, California",6,73,16806
8000,3756,4244,214,214,6506,5255,58,0,1834,30,30,506,954,618,256,1739,1632,337,14,5727,7438,129,265,97653,265,959,46,767,4319,1733,7488,958,"Census Tract 168.07, San Diego County, California",6,73,16807
5320,2709,2611,172,172,4375,3530,3,0,1302,69,103,239,622,364,191,777,1138,204,153,3608,4848,112,426,80323,118,586,69,633,2126,969,4905,776,"Census Tract 168.09, San Diego County, California",6,73,16809
2894,1395,1499,83,83,2520,2177,0,0,421,0,0,55,393,233,139,369,533,96,16,1914,2751,31,184,109938,59,237,27,294,1358,556,2760,293,"Census Tract 168.10, San Diego County, California",6,73,16810
4708,2433,2275,308,282,3821,3417,0,0,713,226,226,191,449,241,152,765,1128,173,65,3341,4521,116,482,105189,183,157,35,471,1885,688,4316,550,"Census Tract 168.11, San Diego County, California",6,73,16811
3507,1764,1743,61,61,2944,2432,0,32,533,70,70,21,315,319,29,862,650,97,70,2563,3338,46,336,70139,81,316,31,336,1478,343,3325,595,"Census Tract 168.12, San Diego County, California",6,73,16812
3157,1598,1559,56,56,3031,2927,0,0,137,0,0,0,298,336,130,553,626,158,15,2314,3094,53,184,90000,56,159,0,299,1672,597,2833,450,"Census Tract 168.13, San Diego County, California",6,73,16813
7585,3445,4140,196,196,6339,5265,28,68,1589,226,226,199,1142,560,213,1244,1693,272,49,5526,6789,128,451,86172,159,379,179,856,4026,1179,7198,1195,"Census Tract 169.01, San Diego County, California",6,73,16901
2744,1390,1354,26,24,2078,1760,422,0,477,18,18,32,356,100,73,601,449,130,67,1922,2577,58,284,101689,36,171,0,312,1092,354,2394,450,"Census Tract 169.02, San Diego County, California",6,73,16902
3351,1535,1816,245,245,2497,2271,14,0,432,282,282,116,855,287,432,253,358,61,19,2554,3225,18,37,138482,111,587,39,268,1772,919,3214,537,"Census Tract 170.06, San Diego County, California",6,73,17006
4614,2195,2419,510,510,3157,2653,0,0,1158,59,59,519,805,287,438,394,794,170,11,3103,4229,97,304,91597,113,722,42,580,1958,1188,4254,464,"Census Tract 170.09, San Diego County, California",6,73,17009
3299,1706,1593,396,396,2473,2281,23,0,302,45,45,96,898,156,269,217,613,45,24,2386,3066,25,58,134612,108,521,10,413,1807,936,3166,360,"Census Tract 170.10, San Diego County, California",6,73,17010
2788,1633,1155,243,243,2367,2314,3,0,196,32,32,112,915,180,398,452,480,32,8,2788,2788,56,134,63954,51,432,0,0,1607,359,2680,685,"Census Tract 170.14, San Diego County, California",6,73,17014
4268,2356,1912,1847,1847,1656,1322,0,0,657,74,74,215,1296,328,287,318,592,14,88,3143,3948,90,320,72353,78,1555,37,557,1671,1344,4032,395,"Census Tract 170.18, San Diego County, California",6,73,17018
3689,2047,1642,393,393,3020,2750,0,0,333,0,0,42,882,211,476,257,341,14,25,2608,3575,21,94,135144,69,735,0,397,1929,1096,3616,302,"Census Tract 170.20, San Diego County, California",6,73,17020
3798,1988,1810,225,225,2834,2685,0,0,676,24,24,542,808,150,663,334,519,121,0,2984,3725,0,236,156500,153,851,0,381,2475,828,3667,165,"Census Tract 170.21, San Diego County, California",6,73,17021
5380,2790,2590,1092,1092,3592,3400,0,0,362,154,154,89,1504,487,360,383,694,59,14,3935,4947,122,398,95081,80,882,28,736,2160,1449,5085,323,"Census Tract 170.22, San Diego County, California",6,73,17022
3620,1975,1645,640,640,2330,1931,0,0,728,1,1,138,798,214,467,133,513,11,0,2323,3337,20,77,103477,60,757,17,547,1573,1070,3534,244,"Census Tract 170.31, San Diego County, California",6,73,17031
5466,2750,2716,1819,1819,3081,2648,0,0,807,68,68,44,1321,353,849,289,530,76,24,3742,4974,108,202,144274,147,1553,56,759,2711,1585,5135,411,"Census Tract 170.33, San Diego County, California",6,73,17033
5576,2932,2644,1264,1264,3795,3332,30,10,702,111,118,102,1261,235,684,345,820,22,10,3722,5106,34,282,113438,269,1089,19,716,2437,1726,5422,492,"Census Tract 170.34, San Diego County, California",6,73,17034
3802,2126,1676,981,981,1931,1789,0,0,435,456,488,117,938,100,174,333,534,50,20,2536,3465,178,758,110956,109,1145,14,447,1554,907,3602,345,"Census Tract 170.35, San Diego County, California",6,73,17035
3526,1825,1701,752,752,1850,1667,0,23,587,211,211,352,622,198,505,254,285,0,0,2151,3325,44,295,111875,123,682,0,618,1471,972,3427,205,"Census Tract 170.36, San Diego County, California",6,73,17036
5141,2700,2441,1435,1435,3053,2575,20,0,915,83,83,54,1025,228,607,330,893,77,24,3522,4810,53,297,111607,194,1372,132,786,2555,1779,4859,312,"Census Tract 170.37, San Diego County, California",6,73,17037
